1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00 -3.854827557420000253e-11 0.000000000000000000e+00 3.810000000000000123e-12 0.000000000000000000e+00
2.000000000000000000e+00 1.000000000000000000e+00 9.689461228139998218e-11 -2.070164093589999800e-11 4.283999999999999921e-12 1.960000000000000130e-12
2.000000000000000000e+00 2.000000000000000000e+00 -9.547370526610000353e-11 -1.096350647519999917e-11 2.251999999999999694e-12 2.484000000000000321e-12
3.000000000000000000e+00 0.000000000000000000e+00 1.004589403149999965e-10 0.000000000000000000e+00 3.146000000000000529e-12 0.000000000000000000e+00
3.000000000000000000e+00 1.000000000000000000e+00 -1.580328092680000258e-11 -5.643238251989999587e-11 1.339000000000000050e-12 2.561999999999999787e-12
3.000000000000000000e+00 2.000000000000000000e+00 5.554936882419999492e-12 -6.534029946880000007e-11 1.621000000000000060e-12 2.161999999999999875e-12
3.000000000000000000e+00 3.000000000000000000e+00 -4.924437141859999549e-11 -7.873176828089999788e-11 3.189999999999999938e-12 2.569999999999999752e-12
4.000000000000000000e+00 0.000000000000000000e+00 3.626061628020000035e-11 0.000000000000000000e+00 1.483999999999999937e-12 0.000000000000000000e+00
4.000000000000000000e+00 1.000000000000000000e+00 4.320036934350000026e-11 1.147579420010000072e-11 2.276999999999999688e-12 9.896999999999999127e-13
4.000000000000000000e+00 2.000000000000000000e+00 3.926784063890000156e-11 -4.450721083499999788e-11 1.169000000000000169e-12 2.364000000000000024e-12
4.000000000000000000e+00 3.000000000000000000e+00 1.527066586349999879e-11 -5.388413225999999789e-11 9.649000000000000588e-13 1.381999999999999968e-12
4.000000000000000000e+00 4.000000000000000000e+00 -8.459462387639999661e-12 -1.830777632140000099e-11 3.136000000000000370e-12 1.892000000000000016e-12
5.000000000000000000e+00 0.000000000000000000e+00 6.323416712819999839e-11 0.000000000000000000e+00 3.758999999999999634e-12 0.000000000000000000e+00
5.000000000000000000e+00 1.000000000000000000e+00 -6.385809489179999721e-12 -9.382577780149998827e-11 7.139999999999999869e-13 2.842000000000000209e-12
5.000000000000000000e+00 2.000000000000000000e+00 5.131624504609999764e-11 2.717022533359999727e-12 2.134999999999999687e-12 9.820000000000000566e-13
5.000000000000000000e+00 3.000000000000000000e+00 4.978824916390000192e-12 -4.774155529970000253e-11 1.445000000000000204e-12 1.347999999999999911e-12
