   0.00000000       0.00000000    
  0.416666657       6.55564293E-02
  0.833333313      0.129991174    
   1.25000000      0.192201719    
   1.66666663      0.251123667    
   2.08333325      0.305748791    
   2.50000000      0.355142474    
   2.91666651      0.398459584    
   3.33333325      0.434958935    
   3.75000000      0.464016020    
   4.16666651      0.485133678    
   4.58333302      0.497950554    
   5.00000000      0.502247393    
   5.41666651      0.497950554    
   5.83333302      0.485133708    
   6.25000000      0.464016050    
   6.66666651      0.434958935    
   7.08333302      0.398459613    
   7.50000000      0.355142474    
   7.91666651      0.305748791    
   8.33333302      0.251123667    
   8.75000000      0.192201719    
   9.16666603      0.129991174    
   9.58333302       6.55564293E-02
   10.0000000       0.00000000    
