   0.00000000       7.38966119E-05
   5.00000007E-02   3.61826329E-04
  0.100000001       1.16369349E-03
  0.150000006       3.01813520E-03
  0.200000003       5.51651185E-03
  0.250000000       2.65893433E-03
  0.300000012      -3.68134305E-03
  0.349999994       3.92345712E-04
  0.400000006      -2.33633537E-02
  0.450000018      -6.52544945E-02
  0.500000000       6.45259023E-02
  0.550000012      0.412148744    
  0.600000024      0.697807908    
  0.650000036      0.697056055    
  0.699999988      0.482892483    
  0.750000000      0.247749195    
  0.800000012       9.72718745E-02
  0.850000024       2.97642648E-02
  0.900000036       7.10191019E-03
  0.949999988       1.28405739E-03
   1.00000000       1.66854705E-04
   1.05000007       1.47379587E-05
   1.10000002       8.47543276E-07
   1.14999998       3.08481845E-08
   1.20000005       6.98489377E-10
   1.25000000       9.73887464E-12
   1.30000007       8.31072949E-14
   1.35000002       4.32496320E-16
   1.39999998       1.36964535E-18
   1.45000005       2.63601802E-21
   1.50000000       3.08072311E-24
   1.55000007       2.18542146E-27
   1.60000002       9.40701673E-31
   1.64999998       2.45668998E-34
   1.70000005       3.89193160E-38
   1.75000000       3.74006560E-42
   1.80000007       0.00000000    
   1.85000002       0.00000000    
   1.89999998       0.00000000    
   1.95000005       0.00000000    
   2.00000000       0.00000000    
   2.04999995       0.00000000    
   2.10000014       0.00000000    
   2.15000010       0.00000000    
   2.20000005       0.00000000    
   2.25000000       0.00000000    
   2.29999995       0.00000000    
   2.35000014       0.00000000    
   2.40000010       0.00000000    
   2.45000005       0.00000000    
   2.50000000       0.00000000    
   2.54999995       0.00000000    
   2.60000014       0.00000000    
   2.65000010       0.00000000    
   2.70000005       0.00000000    
   2.75000000       8.13746721E-14
   2.79999995       9.08013508E-12
   2.85000014       6.23228025E-10
   2.90000010       2.55659725E-08
   2.95000005       6.22413324E-07
   3.00000000       8.89509465E-06
