   10.0000000       0.00000000    
   9.58333302       2.75114807E-03
   9.16666603       5.45522338E-03
   8.75000000       8.06595851E-03
   8.33333302       1.05386833E-02
   7.91666651       1.28310882E-02
   7.50000000       1.49039505E-02
   7.08333302       1.67218000E-02
   6.66666651       1.82535369E-02
   6.25000000       1.94729511E-02
   5.83333302       2.03591771E-02
   5.41666651       2.08970513E-02
   5.00000000       2.10773703E-02
   4.58333302       2.08970476E-02
   4.16666651       2.03591716E-02
   3.75000000       1.94729455E-02
   3.33333325       1.82535313E-02
   2.91666651       1.67217962E-02
   2.50000000       1.49039458E-02
   2.08333325       1.28310863E-02
   1.66666663       1.05386833E-02
   1.25000000       8.06595851E-03
  0.833333313       5.45522384E-03
  0.416666657       2.75114831E-03
   0.00000000       0.00000000    
